HCP_ID,Name,Specialty,Region,Prescribing_Trend,Research_Involvement,Engagement_Score
HCP24503,HCP_Name_24503,Dermatology,Central,Low,Yes,Medium
HCP24504,HCP_Name_24504,Cardiology,East,High,No,High
HCP24505,HCP_Name_24505,Dermatology,East,Medium,Yes,Medium
HCP24506,HCP_Name_24506,Dermatology,West,High,No,Medium
HCP24507,HCP_Name_24507,Dermatology,Central,Medium,No,High
HCP24508,HCP_Name_24508,Cardiology,North,High,No,Medium
HCP24509,HCP_Name_24509,Neurology,Central,Medium,No,Low
HCP24510,HCP_Name_24510,Dermatology,East,Medium,Yes,Low
HCP24511,HCP_Name_24511,Cardiology,South,High,Yes,Low
HCP24512,HCP_Name_24512,Neurology,West,High,Yes,High
HCP24513,HCP_Name_24513,Oncology,North,Medium,No,High
HCP24514,HCP_Name_24514,Pediatrics,West,High,No,Medium
HCP24515,HCP_Name_24515,Dermatology,West,High,Yes,High
HCP24516,HCP_Name_24516,Dermatology,West,High,Yes,Medium
HCP24517,HCP_Name_24517,Cardiology,South,High,Yes,High
HCP24518,HCP_Name_24518,Oncology,North,Low,No,Medium
HCP24519,HCP_Name_24519,Pediatrics,East,Low,Yes,Low
HCP24520,HCP_Name_24520,Pediatrics,North,High,No,Medium
HCP24521,HCP_Name_24521,General Practice,North,Medium,No,Medium
HCP24522,HCP_Name_24522,Cardiology,East,High,No,Medium
HCP24523,HCP_Name_24523,Oncology,North,Medium,No,Medium
HCP24524,HCP_Name_24524,Dermatology,South,Medium,Yes,Medium
HCP24525,HCP_Name_24525,Oncology,East,Low,No,Medium
HCP24526,HCP_Name_24526,Cardiology,South,High,Yes,Low
HCP24527,HCP_Name_24527,Pediatrics,North,Medium,No,Medium
HCP24528,HCP_Name_24528,Pediatrics,West,Medium,No,Medium
HCP24529,HCP_Name_24529,General Practice,South,Low,Yes,Medium
HCP24530,HCP_Name_24530,Oncology,Central,Low,Yes,Low
HCP24531,HCP_Name_24531,Pediatrics,West,Medium,No,Low
HCP24532,HCP_Name_24532,General Practice,North,Low,Yes,Low
HCP24533,HCP_Name_24533,Cardiology,Central,Low,No,Low
HCP24534,HCP_Name_24534,Dermatology,West,Medium,Yes,Medium
HCP24535,HCP_Name_24535,Dermatology,West,Medium,Yes,High
HCP24536,HCP_Name_24536,Oncology,North,Low,Yes,Low
HCP24537,HCP_Name_24537,Cardiology,South,High,No,Low
HCP24538,HCP_Name_24538,General Practice,West,Medium,Yes,High
HCP24539,HCP_Name_24539,Pediatrics,West,Medium,No,Low
HCP24540,HCP_Name_24540,Dermatology,East,Low,Yes,Low
HCP24541,HCP_Name_24541,Neurology,West,High,Yes,Medium
HCP24542,HCP_Name_24542,Cardiology,North,Low,Yes,Low
HCP24543,HCP_Name_24543,General Practice,Central,Low,No,Medium
HCP24544,HCP_Name_24544,Pediatrics,South,Low,No,High
HCP24545,HCP_Name_24545,Dermatology,South,Low,No,High
HCP24546,HCP_Name_24546,Neurology,Central,High,Yes,Low
HCP24547,HCP_Name_24547,Pediatrics,West,Low,No,Low
HCP24548,HCP_Name_24548,Neurology,West,High,No,Low
HCP24549,HCP_Name_24549,Neurology,South,Medium,No,Low
HCP24550,HCP_Name_24550,General Practice,West,Medium,No,Low
HCP24551,HCP_Name_24551,General Practice,Central,Low,Yes,Low
HCP24552,HCP_Name_24552,Pediatrics,North,High,No,Medium
HCP24553,HCP_Name_24553,Pediatrics,South,High,Yes,High
HCP24554,HCP_Name_24554,Oncology,West,High,Yes,Low
HCP24555,HCP_Name_24555,Cardiology,West,Medium,No,Low
HCP24556,HCP_Name_24556,Dermatology,East,Low,Yes,Medium
HCP24557,HCP_Name_24557,Oncology,West,Low,Yes,Medium
HCP24558,HCP_Name_24558,Oncology,South,High,No,Low
HCP24559,HCP_Name_24559,Dermatology,North,Medium,No,Low
HCP24560,HCP_Name_24560,Pediatrics,South,High,No,Low
HCP24561,HCP_Name_24561,Cardiology,South,Medium,No,Medium
HCP24562,HCP_Name_24562,Pediatrics,North,High,No,Low
HCP24563,HCP_Name_24563,Pediatrics,East,Medium,No,High
HCP24564,HCP_Name_24564,Neurology,Central,Medium,Yes,High
HCP24565,HCP_Name_24565,Dermatology,West,Medium,No,Low
HCP24566,HCP_Name_24566,General Practice,West,Low,No,High
HCP24567,HCP_Name_24567,Neurology,North,High,No,High
HCP24568,HCP_Name_24568,General Practice,East,High,Yes,Low
HCP24569,HCP_Name_24569,Neurology,Central,Low,Yes,Medium
HCP24570,HCP_Name_24570,Dermatology,West,Medium,No,Medium
HCP24571,HCP_Name_24571,Cardiology,East,Low,No,High
HCP24572,HCP_Name_24572,Pediatrics,East,Medium,Yes,High
HCP24573,HCP_Name_24573,Cardiology,West,Low,Yes,Low
HCP24574,HCP_Name_24574,General Practice,Central,Medium,Yes,Low
HCP24575,HCP_Name_24575,Pediatrics,North,Medium,No,Medium
HCP24576,HCP_Name_24576,General Practice,West,Low,Yes,Medium
HCP24577,HCP_Name_24577,Cardiology,Central,Medium,No,Low
HCP24578,HCP_Name_24578,Neurology,South,High,Yes,Medium
HCP24579,HCP_Name_24579,Neurology,Central,Low,Yes,Medium
HCP24580,HCP_Name_24580,Neurology,West,High,No,Low
HCP24581,HCP_Name_24581,Pediatrics,South,High,No,Low
HCP24582,HCP_Name_24582,Neurology,East,Low,No,Medium
HCP24583,HCP_Name_24583,Dermatology,South,High,No,Medium
HCP24584,HCP_Name_24584,Oncology,Central,High,No,High
HCP24585,HCP_Name_24585,General Practice,East,Low,No,Medium
HCP24586,HCP_Name_24586,Cardiology,South,Low,Yes,High
HCP24587,HCP_Name_24587,Neurology,East,Low,Yes,High
HCP24588,HCP_Name_24588,Dermatology,South,High,Yes,Low
HCP24589,HCP_Name_24589,Oncology,North,High,Yes,High
HCP24590,HCP_Name_24590,Cardiology,East,Medium,No,Medium
HCP24591,HCP_Name_24591,Dermatology,West,Medium,Yes,High
HCP24592,HCP_Name_24592,Dermatology,West,Low,Yes,Low
HCP24593,HCP_Name_24593,Cardiology,Central,Low,Yes,Medium
HCP24594,HCP_Name_24594,Pediatrics,West,High,No,Medium
HCP24595,HCP_Name_24595,Neurology,South,Low,Yes,Low
HCP24596,HCP_Name_24596,Pediatrics,North,Low,No,High
HCP24597,HCP_Name_24597,Cardiology,East,Low,No,Medium
HCP24598,HCP_Name_24598,General Practice,North,Medium,No,Medium
HCP24599,HCP_Name_24599,General Practice,Central,Medium,No,Low
HCP24600,HCP_Name_24600,Cardiology,Central,Low,Yes,Medium
HCP24601,HCP_Name_24601,Cardiology,West,Medium,No,High
HCP24602,HCP_Name_24602,Dermatology,West,High,Yes,High
HCP24603,HCP_Name_24603,Cardiology,West,Low,No,High
HCP24604,HCP_Name_24604,Cardiology,South,Medium,Yes,Medium
HCP24605,HCP_Name_24605,Pediatrics,South,Low,No,Low
HCP24606,HCP_Name_24606,Pediatrics,North,Medium,No,Low
HCP24607,HCP_Name_24607,Cardiology,North,Medium,Yes,Medium
HCP24608,HCP_Name_24608,Cardiology,East,Medium,Yes,High
HCP24609,HCP_Name_24609,Pediatrics,Central,Low,Yes,Medium
HCP24610,HCP_Name_24610,Oncology,South,High,Yes,Low
HCP24611,HCP_Name_24611,Dermatology,West,High,Yes,High
HCP24612,HCP_Name_24612,Cardiology,North,Medium,No,High
HCP24613,HCP_Name_24613,Neurology,Central,Low,No,Low
HCP24614,HCP_Name_24614,General Practice,East,Low,No,High
HCP24615,HCP_Name_24615,Oncology,South,Low,No,Low
HCP24616,HCP_Name_24616,Neurology,North,Low,Yes,High
HCP24617,HCP_Name_24617,Oncology,West,High,No,High
HCP24618,HCP_Name_24618,Dermatology,North,Low,No,High
HCP24619,HCP_Name_24619,Neurology,East,Medium,No,Medium
HCP24620,HCP_Name_24620,Dermatology,East,Medium,No,High
HCP24621,HCP_Name_24621,Pediatrics,South,Medium,Yes,Low
HCP24622,HCP_Name_24622,Dermatology,Central,High,No,Low
HCP24623,HCP_Name_24623,Dermatology,South,Medium,Yes,Medium
HCP24624,HCP_Name_24624,Dermatology,Central,High,Yes,Low
HCP24625,HCP_Name_24625,Oncology,Central,Medium,Yes,Medium
HCP24626,HCP_Name_24626,Oncology,North,Medium,Yes,Medium
HCP24627,HCP_Name_24627,Dermatology,Central,High,No,Medium
HCP24628,HCP_Name_24628,Dermatology,North,Low,Yes,High
HCP24629,HCP_Name_24629,Neurology,South,High,No,High
HCP24630,HCP_Name_24630,Oncology,West,Medium,Yes,High
HCP24631,HCP_Name_24631,Oncology,West,High,Yes,High
HCP24632,HCP_Name_24632,Dermatology,South,Medium,No,Low
HCP24633,HCP_Name_24633,Pediatrics,Central,Low,Yes,Medium
HCP24634,HCP_Name_24634,Oncology,Central,High,No,High
HCP24635,HCP_Name_24635,Pediatrics,North,Low,Yes,High
HCP24636,HCP_Name_24636,Dermatology,Central,Medium,Yes,Medium
HCP24637,HCP_Name_24637,Oncology,Central,Medium,Yes,Low
HCP24638,HCP_Name_24638,Dermatology,North,High,No,Medium
HCP24639,HCP_Name_24639,Cardiology,North,Medium,No,High
HCP24640,HCP_Name_24640,Oncology,South,Low,No,Medium
HCP24641,HCP_Name_24641,Dermatology,South,Low,No,High
HCP24642,HCP_Name_24642,Pediatrics,North,Medium,Yes,Medium
HCP24643,HCP_Name_24643,Pediatrics,Central,Low,Yes,Medium
HCP24644,HCP_Name_24644,Pediatrics,West,Low,No,High
HCP24645,HCP_Name_24645,Neurology,Central,Medium,No,Medium
HCP24646,HCP_Name_24646,Dermatology,North,High,Yes,High
HCP24647,HCP_Name_24647,General Practice,West,Medium,No,High
HCP24648,HCP_Name_24648,Dermatology,North,Medium,No,Low
HCP24649,HCP_Name_24649,Oncology,South,High,Yes,High
HCP24650,HCP_Name_24650,Oncology,Central,High,Yes,Low
HCP24651,HCP_Name_24651,Neurology,Central,Low,Yes,Low
HCP24652,HCP_Name_24652,Neurology,Central,Medium,No,High
HCP24653,HCP_Name_24653,Neurology,North,Low,Yes,Medium
HCP24654,HCP_Name_24654,Pediatrics,South,Medium,No,Medium
HCP24655,HCP_Name_24655,Neurology,East,High,Yes,High
HCP24656,HCP_Name_24656,Pediatrics,West,Medium,Yes,High
HCP24657,HCP_Name_24657,Cardiology,South,Medium,Yes,High
HCP24658,HCP_Name_24658,Neurology,West,Low,Yes,Low
HCP24659,HCP_Name_24659,Oncology,East,Medium,No,High
HCP24660,HCP_Name_24660,Pediatrics,West,Low,Yes,Low
HCP24661,HCP_Name_24661,Cardiology,South,High,Yes,High
HCP24662,HCP_Name_24662,Dermatology,South,Medium,No,Medium
HCP24663,HCP_Name_24663,Cardiology,South,High,No,Medium
HCP24664,HCP_Name_24664,General Practice,West,High,Yes,High
HCP24665,HCP_Name_24665,Pediatrics,Central,Low,Yes,Medium
HCP24666,HCP_Name_24666,Dermatology,East,High,Yes,Medium
HCP24667,HCP_Name_24667,Neurology,Central,Medium,Yes,High
HCP24668,HCP_Name_24668,Oncology,North,Medium,Yes,High
HCP24669,HCP_Name_24669,General Practice,East,High,No,High
HCP24670,HCP_Name_24670,Pediatrics,East,Medium,Yes,High
HCP24671,HCP_Name_24671,Cardiology,East,Medium,No,Low
HCP24672,HCP_Name_24672,Dermatology,North,Medium,No,Low
HCP24673,HCP_Name_24673,Neurology,Central,Low,Yes,High
HCP24674,HCP_Name_24674,Dermatology,North,High,No,High
HCP24675,HCP_Name_24675,Cardiology,South,Medium,Yes,Low
HCP24676,HCP_Name_24676,Dermatology,North,High,No,High
HCP24677,HCP_Name_24677,Neurology,East,Medium,Yes,Medium
HCP24678,HCP_Name_24678,General Practice,South,High,No,High
HCP24679,HCP_Name_24679,Neurology,East,Low,Yes,High
HCP24680,HCP_Name_24680,Dermatology,East,High,No,Low
HCP24681,HCP_Name_24681,Pediatrics,East,Low,No,High
HCP24682,HCP_Name_24682,Neurology,Central,Medium,Yes,Medium
HCP24683,HCP_Name_24683,Dermatology,South,High,No,Medium
HCP24684,HCP_Name_24684,Cardiology,West,Low,Yes,High
HCP24685,HCP_Name_24685,Cardiology,North,Low,Yes,Low
HCP24686,HCP_Name_24686,Dermatology,East,Medium,Yes,High
HCP24687,HCP_Name_24687,Cardiology,South,Medium,Yes,High
HCP24688,HCP_Name_24688,Oncology,West,Low,No,Medium
HCP24689,HCP_Name_24689,Oncology,Central,Medium,No,Medium
HCP24690,HCP_Name_24690,Pediatrics,South,High,No,Medium
HCP24691,HCP_Name_24691,Dermatology,North,Medium,No,High
HCP24692,HCP_Name_24692,Oncology,Central,Medium,Yes,High
HCP24693,HCP_Name_24693,Cardiology,South,Low,Yes,High
HCP24694,HCP_Name_24694,Cardiology,South,Low,Yes,Low
HCP24695,HCP_Name_24695,Neurology,Central,Low,Yes,Medium
HCP24696,HCP_Name_24696,Cardiology,South,Medium,No,Medium
HCP24697,HCP_Name_24697,Cardiology,North,High,No,Medium
HCP24698,HCP_Name_24698,Pediatrics,South,Low,Yes,High
HCP24699,HCP_Name_24699,Neurology,Central,Medium,No,Low
HCP24700,HCP_Name_24700,Oncology,East,High,Yes,Medium
HCP24701,HCP_Name_24701,Pediatrics,South,Medium,Yes,High
HCP24702,HCP_Name_24702,Neurology,West,High,No,Medium
HCP24703,HCP_Name_24703,Pediatrics,North,Medium,No,Medium
HCP24704,HCP_Name_24704,Dermatology,East,Medium,No,Low
HCP24705,HCP_Name_24705,Dermatology,North,Medium,Yes,Low
HCP24706,HCP_Name_24706,Oncology,West,Medium,Yes,Low
HCP24707,HCP_Name_24707,Pediatrics,South,Medium,Yes,High
HCP24708,HCP_Name_24708,General Practice,East,Medium,No,Low
HCP24709,HCP_Name_24709,Neurology,North,Medium,No,High
HCP24710,HCP_Name_24710,Neurology,North,Medium,No,Medium
HCP24711,HCP_Name_24711,Pediatrics,North,Medium,No,Medium
HCP24712,HCP_Name_24712,Oncology,East,Low,No,High
HCP24713,HCP_Name_24713,Cardiology,South,Low,Yes,High
HCP24714,HCP_Name_24714,General Practice,Central,Low,Yes,High
HCP24715,HCP_Name_24715,Neurology,Central,High,No,High
HCP24716,HCP_Name_24716,Oncology,Central,High,No,Medium
HCP24717,HCP_Name_24717,Dermatology,South,Medium,Yes,Low
HCP24718,HCP_Name_24718,General Practice,North,Medium,No,Low
HCP24719,HCP_Name_24719,Oncology,South,Medium,Yes,Medium
HCP24720,HCP_Name_24720,Neurology,North,Medium,No,High
HCP24721,HCP_Name_24721,Cardiology,Central,Low,No,Medium
HCP24722,HCP_Name_24722,Oncology,South,Medium,No,Medium
HCP24723,HCP_Name_24723,General Practice,East,Medium,Yes,Low
HCP24724,HCP_Name_24724,Neurology,North,Medium,No,Medium
HCP24725,HCP_Name_24725,Cardiology,South,Medium,No,High
HCP24726,HCP_Name_24726,Oncology,South,Medium,No,Medium
HCP24727,HCP_Name_24727,Cardiology,Central,Medium,Yes,Medium
HCP24728,HCP_Name_24728,Oncology,East,Medium,Yes,Low
HCP24729,HCP_Name_24729,Pediatrics,South,Low,Yes,Low
HCP24730,HCP_Name_24730,Pediatrics,North,High,Yes,High
HCP24731,HCP_Name_24731,Oncology,East,Medium,No,Medium
HCP24732,HCP_Name_24732,Cardiology,Central,Low,No,High
HCP24733,HCP_Name_24733,Neurology,West,Low,Yes,Low
HCP24734,HCP_Name_24734,Pediatrics,East,Medium,Yes,Medium
HCP24735,HCP_Name_24735,Cardiology,South,Low,Yes,Medium
HCP24736,HCP_Name_24736,Dermatology,Central,Low,Yes,Low
HCP24737,HCP_Name_24737,General Practice,Central,Medium,Yes,Medium
HCP24738,HCP_Name_24738,Dermatology,South,High,Yes,High
HCP24739,HCP_Name_24739,Cardiology,West,Medium,Yes,Low
HCP24740,HCP_Name_24740,Dermatology,East,High,Yes,High
HCP24741,HCP_Name_24741,General Practice,Central,Low,No,High
HCP24742,HCP_Name_24742,Oncology,Central,Low,Yes,High
HCP24743,HCP_Name_24743,Dermatology,East,Medium,No,Low
HCP24744,HCP_Name_24744,Oncology,North,Low,Yes,Medium
HCP24745,HCP_Name_24745,Pediatrics,West,Low,No,High
HCP24746,HCP_Name_24746,Neurology,Central,High,No,Medium
HCP24747,HCP_Name_24747,Neurology,South,High,No,Medium
HCP24748,HCP_Name_24748,Neurology,North,Low,Yes,Low
HCP24749,HCP_Name_24749,General Practice,North,Low,No,High
HCP24750,HCP_Name_24750,Pediatrics,West,High,No,High
HCP24751,HCP_Name_24751,General Practice,East,Medium,No,Low
HCP24752,HCP_Name_24752,Neurology,East,High,No,High
HCP24753,HCP_Name_24753,Cardiology,Central,Medium,No,Medium
HCP24754,HCP_Name_24754,General Practice,Central,High,No,High
HCP24755,HCP_Name_24755,Dermatology,South,Low,No,High
HCP24756,HCP_Name_24756,Neurology,Central,High,Yes,Low
HCP24757,HCP_Name_24757,Cardiology,South,Medium,Yes,Low
HCP24758,HCP_Name_24758,Neurology,East,High,No,High
HCP24759,HCP_Name_24759,Cardiology,South,High,Yes,Low
HCP24760,HCP_Name_24760,Neurology,East,Medium,No,Medium
HCP24761,HCP_Name_24761,General Practice,West,Low,Yes,Medium
HCP24762,HCP_Name_24762,General Practice,West,High,Yes,Medium
HCP24763,HCP_Name_24763,Pediatrics,South,High,Yes,Medium
HCP24764,HCP_Name_24764,Dermatology,Central,Medium,No,Low
HCP24765,HCP_Name_24765,Cardiology,North,High,Yes,Low
HCP24766,HCP_Name_24766,Pediatrics,East,Low,No,High
HCP24767,HCP_Name_24767,Oncology,South,Medium,No,Low
HCP24768,HCP_Name_24768,General Practice,South,Low,No,High
HCP24769,HCP_Name_24769,Neurology,East,Medium,No,Medium
HCP24770,HCP_Name_24770,General Practice,Central,Medium,No,High
HCP24771,HCP_Name_24771,General Practice,West,Low,No,Low
HCP24772,HCP_Name_24772,Dermatology,West,High,No,High
HCP24773,HCP_Name_24773,Neurology,South,High,Yes,Low
HCP24774,HCP_Name_24774,Neurology,North,Medium,No,High
HCP24775,HCP_Name_24775,Cardiology,East,High,No,Low
HCP24776,HCP_Name_24776,Neurology,East,High,Yes,Low
HCP24777,HCP_Name_24777,Cardiology,South,Medium,Yes,Low
HCP24778,HCP_Name_24778,Pediatrics,South,High,No,Medium
HCP24779,HCP_Name_24779,General Practice,South,Medium,Yes,Medium
HCP24780,HCP_Name_24780,Cardiology,West,High,No,Low
HCP24781,HCP_Name_24781,General Practice,Central,Low,Yes,High
HCP24782,HCP_Name_24782,Oncology,Central,High,No,High
HCP24783,HCP_Name_24783,Pediatrics,South,Low,Yes,High
HCP24784,HCP_Name_24784,Neurology,East,High,No,High
HCP24785,HCP_Name_24785,Cardiology,North,High,Yes,High
HCP24786,HCP_Name_24786,Oncology,West,Medium,Yes,High
HCP24787,HCP_Name_24787,Cardiology,North,Medium,Yes,High
HCP24788,HCP_Name_24788,Cardiology,West,Medium,No,High
HCP24789,HCP_Name_24789,Neurology,East,Medium,Yes,Medium
HCP24790,HCP_Name_24790,Pediatrics,South,Low,No,Medium
HCP24791,HCP_Name_24791,General Practice,East,Low,Yes,High
HCP24792,HCP_Name_24792,Pediatrics,South,Medium,Yes,Low
HCP24793,HCP_Name_24793,Oncology,West,Medium,No,Medium
HCP24794,HCP_Name_24794,General Practice,Central,Medium,Yes,Low
HCP24795,HCP_Name_24795,Dermatology,West,High,Yes,Low
HCP24796,HCP_Name_24796,Oncology,North,Low,No,Low
HCP24797,HCP_Name_24797,Dermatology,South,Medium,No,High
HCP24798,HCP_Name_24798,Oncology,North,High,Yes,Medium
HCP24799,HCP_Name_24799,Neurology,Central,Medium,Yes,Medium
HCP24800,HCP_Name_24800,Cardiology,South,High,Yes,High
HCP24801,HCP_Name_24801,Oncology,West,High,No,Medium
HCP24802,HCP_Name_24802,Cardiology,East,High,No,High
HCP24803,HCP_Name_24803,Cardiology,West,Medium,Yes,High
HCP24804,HCP_Name_24804,Cardiology,South,Medium,Yes,Low
HCP24805,HCP_Name_24805,Dermatology,East,Low,Yes,Low
HCP24806,HCP_Name_24806,General Practice,East,Medium,Yes,Medium
HCP24807,HCP_Name_24807,Cardiology,North,High,No,High
HCP24808,HCP_Name_24808,Cardiology,West,High,No,Medium
HCP24809,HCP_Name_24809,Dermatology,West,Low,No,Low
HCP24810,HCP_Name_24810,Oncology,West,Low,Yes,Low
HCP24811,HCP_Name_24811,Oncology,West,Medium,No,High
HCP24812,HCP_Name_24812,Dermatology,West,Medium,No,Low
HCP24813,HCP_Name_24813,Neurology,Central,Low,No,Medium
HCP24814,HCP_Name_24814,Pediatrics,Central,Medium,Yes,Low
HCP24815,HCP_Name_24815,Pediatrics,Central,Low,Yes,High
HCP24816,HCP_Name_24816,Dermatology,West,Medium,No,High
HCP24817,HCP_Name_24817,Oncology,West,Medium,Yes,Low
HCP24818,HCP_Name_24818,General Practice,East,Low,No,Medium
HCP24819,HCP_Name_24819,Pediatrics,Central,Medium,Yes,Medium
HCP24820,HCP_Name_24820,Oncology,Central,Low,Yes,Medium
HCP24821,HCP_Name_24821,Cardiology,North,High,No,High
HCP24822,HCP_Name_24822,Neurology,South,Low,Yes,Low
HCP24823,HCP_Name_24823,Dermatology,North,Low,Yes,Low
HCP24824,HCP_Name_24824,Oncology,East,Medium,Yes,Low
HCP24825,HCP_Name_24825,Oncology,North,Low,No,Medium
HCP24826,HCP_Name_24826,Neurology,South,High,Yes,High
HCP24827,HCP_Name_24827,Dermatology,East,Low,Yes,Low
HCP24828,HCP_Name_24828,Dermatology,Central,High,No,High
HCP24829,HCP_Name_24829,Pediatrics,West,Medium,No,Low
HCP24830,HCP_Name_24830,Neurology,East,Low,Yes,High
HCP24831,HCP_Name_24831,Pediatrics,Central,High,Yes,Low
HCP24832,HCP_Name_24832,Oncology,West,High,No,Low
HCP24833,HCP_Name_24833,Cardiology,East,Low,Yes,Medium
HCP24834,HCP_Name_24834,Dermatology,East,Low,Yes,Medium
HCP24835,HCP_Name_24835,Oncology,South,Low,No,Low
HCP24836,HCP_Name_24836,General Practice,West,Medium,No,High
HCP24837,HCP_Name_24837,Neurology,East,Low,No,Low
HCP24838,HCP_Name_24838,Oncology,Central,Medium,Yes,Low
HCP24839,HCP_Name_24839,Pediatrics,South,High,No,Medium
HCP24840,HCP_Name_24840,Oncology,East,Medium,No,High
HCP24841,HCP_Name_24841,Neurology,South,Low,No,High
HCP24842,HCP_Name_24842,General Practice,North,Low,Yes,Medium
HCP24843,HCP_Name_24843,Oncology,West,High,No,Low
HCP24844,HCP_Name_24844,Dermatology,Central,Low,Yes,Medium
HCP24845,HCP_Name_24845,Dermatology,South,Low,No,High
HCP24846,HCP_Name_24846,Pediatrics,East,Low,No,High
HCP24847,HCP_Name_24847,General Practice,North,Low,Yes,Medium
HCP24848,HCP_Name_24848,Pediatrics,Central,Low,No,High
HCP24849,HCP_Name_24849,Dermatology,South,Medium,Yes,Medium
HCP24850,HCP_Name_24850,Oncology,East,Low,No,Medium
HCP24851,HCP_Name_24851,Dermatology,West,High,No,High
HCP24852,HCP_Name_24852,Cardiology,West,Low,No,Low
HCP24853,HCP_Name_24853,Neurology,South,Medium,Yes,High
HCP24854,HCP_Name_24854,Cardiology,West,High,Yes,Medium
HCP24855,HCP_Name_24855,Dermatology,West,Medium,No,Medium
HCP24856,HCP_Name_24856,Pediatrics,North,Low,Yes,Low
HCP24857,HCP_Name_24857,Cardiology,South,Medium,No,High
HCP24858,HCP_Name_24858,Dermatology,Central,High,Yes,Low
HCP24859,HCP_Name_24859,Neurology,Central,High,No,Low
HCP24860,HCP_Name_24860,Dermatology,North,Low,No,Low
HCP24861,HCP_Name_24861,Pediatrics,West,Medium,Yes,Low
HCP24862,HCP_Name_24862,Oncology,Central,Medium,No,High
HCP24863,HCP_Name_24863,Dermatology,West,Low,No,Low
HCP24864,HCP_Name_24864,Neurology,East,High,No,Low
HCP24865,HCP_Name_24865,General Practice,East,Low,Yes,Low
HCP24866,HCP_Name_24866,Neurology,East,Medium,Yes,High
HCP24867,HCP_Name_24867,General Practice,North,Low,Yes,High
HCP24868,HCP_Name_24868,Cardiology,East,Low,No,Medium
HCP24869,HCP_Name_24869,Dermatology,East,Medium,Yes,Medium
HCP24870,HCP_Name_24870,Dermatology,North,Low,Yes,Medium
HCP24871,HCP_Name_24871,Oncology,South,Medium,No,Low
HCP24872,HCP_Name_24872,General Practice,South,Medium,No,Medium
HCP24873,HCP_Name_24873,Neurology,South,Medium,Yes,Low
HCP24874,HCP_Name_24874,General Practice,Central,Medium,Yes,Medium
HCP24875,HCP_Name_24875,Dermatology,South,Low,Yes,Low
HCP24876,HCP_Name_24876,Oncology,Central,Low,Yes,High
HCP24877,HCP_Name_24877,Cardiology,North,Low,Yes,Medium
HCP24878,HCP_Name_24878,Cardiology,East,Medium,No,High
HCP24879,HCP_Name_24879,Neurology,South,Medium,Yes,Medium
HCP24880,HCP_Name_24880,Dermatology,West,High,Yes,High
HCP24881,HCP_Name_24881,Neurology,West,High,Yes,Medium
HCP24882,HCP_Name_24882,Pediatrics,West,Medium,No,Medium
HCP24883,HCP_Name_24883,Pediatrics,North,Medium,Yes,High
HCP24884,HCP_Name_24884,Cardiology,South,High,Yes,Low
HCP24885,HCP_Name_24885,Cardiology,South,High,Yes,High
HCP24886,HCP_Name_24886,Cardiology,West,Medium,Yes,High
HCP24887,HCP_Name_24887,Neurology,North,High,Yes,Low
HCP24888,HCP_Name_24888,Dermatology,North,Medium,Yes,High
HCP24889,HCP_Name_24889,Pediatrics,Central,Medium,Yes,High
HCP24890,HCP_Name_24890,Dermatology,West,Medium,Yes,High
HCP24891,HCP_Name_24891,Oncology,North,Medium,Yes,Low
HCP24892,HCP_Name_24892,Pediatrics,South,High,No,Medium
HCP24893,HCP_Name_24893,General Practice,East,High,Yes,Medium
HCP24894,HCP_Name_24894,Pediatrics,South,Medium,No,High
HCP24895,HCP_Name_24895,Oncology,West,Medium,No,High
HCP24896,HCP_Name_24896,Pediatrics,Central,Low,No,Medium
HCP24897,HCP_Name_24897,Oncology,West,Low,No,Low
HCP24898,HCP_Name_24898,Dermatology,Central,High,No,Medium
HCP24899,HCP_Name_24899,General Practice,West,High,No,Low
HCP24900,HCP_Name_24900,Neurology,West,Medium,No,Medium
HCP24901,HCP_Name_24901,Cardiology,Central,Medium,No,Medium
HCP24902,HCP_Name_24902,Cardiology,East,Medium,Yes,High
HCP24903,HCP_Name_24903,Pediatrics,Central,Low,No,Low
HCP24904,HCP_Name_24904,Cardiology,East,High,Yes,Medium
HCP24905,HCP_Name_24905,Dermatology,East,Medium,Yes,High
HCP24906,HCP_Name_24906,General Practice,Central,Medium,No,High
HCP24907,HCP_Name_24907,Oncology,North,Low,Yes,Medium
HCP24908,HCP_Name_24908,Cardiology,South,Medium,Yes,High
HCP24909,HCP_Name_24909,General Practice,South,High,No,Medium
HCP24910,HCP_Name_24910,Dermatology,South,Medium,No,Low
HCP24911,HCP_Name_24911,Oncology,South,Low,Yes,High
HCP24912,HCP_Name_24912,Pediatrics,Central,Medium,No,Low
HCP24913,HCP_Name_24913,Dermatology,Central,Medium,Yes,High
HCP24914,HCP_Name_24914,General Practice,South,High,Yes,Medium
HCP24915,HCP_Name_24915,Dermatology,West,Low,Yes,High
HCP24916,HCP_Name_24916,Dermatology,East,High,Yes,High
HCP24917,HCP_Name_24917,Cardiology,West,Low,Yes,Low
HCP24918,HCP_Name_24918,Oncology,South,High,No,Medium
HCP24919,HCP_Name_24919,Cardiology,West,Medium,Yes,Low
HCP24920,HCP_Name_24920,General Practice,Central,High,Yes,High
HCP24921,HCP_Name_24921,Dermatology,Central,Low,Yes,Low
HCP24922,HCP_Name_24922,Neurology,North,Medium,Yes,Low
HCP24923,HCP_Name_24923,Neurology,West,Medium,No,Medium
HCP24924,HCP_Name_24924,Dermatology,West,Low,No,Low
